id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_lawn,sqft_lawn_prct,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_lawn15,sqft_lawn15_prct
2349300090,5/16/2014,340000,3,1,"1,250.00","4,800.00","3,550.00",73.96,1,NO,NONE,Good,7 Average,1250,0,1951,0,98126,47.5517,-122.381,"1,404.00","4,800.00","3,396.00",70.75
9523100459,6/9/2014,552000,2,2.5,"1,380.00",951.00,-429.00,-45.11,3,,NONE,Average,9 Better,1380,0,2006,0,98103,47.6654,-122.355,"1,430.00","3,400.00","1,970.00",57.94
3856904580,11/25/2014,790000,3,1.75,"2,050.00","4,080.00","2,030.00",49.75,2,NO,NONE,Average,8 Good,2050,0,1991,0,98105,47.6698,-122.325,"1,890.00","4,080.00","2,190.00",53.68
7345600755,7/7/2014,360000,3,1.5,"1,800.00","22,000.00","20,200.00",91.82,2,NO,NONE,Average,8 Good,1800,0,1931,0,98168,47.4889,-122.286,"1,440.00","16,640.00","15,200.00",91.35
798000457,3/2/2015,235000,3,1,"1,310.00","15,022.00","13,712.00",91.28,1,NO,NONE,Average,7 Average,1310,0,1934,1984,98168,47.5008,-122.332,"1,530.00","13,154.00","11,624.00",88.37
7986400945,10/10/2014,775000,2,1,"1,010.00","3,600.00","2,590.00",71.94,1,NO,NONE,Average,7 Average,1010,0,1913,0,98107,47.6641,-122.357,"1,540.00","3,600.00","2,060.00",57.22
395300100,5/14/2014,489200,3,2.75,"1,850.00","9,600.00","7,750.00",80.73,1.5,NO,NONE,Very Good,7 Average,1850,0,1965,0,98034,47.7259,-122.226,"1,250.00","10,500.00","9,250.00",88.10
2473510090,7/29/2014,341000,3,2.25,"1,750.00","8,900.00","7,150.00",80.34,2,NO,NONE,Good,8 Good,1750,?,1977,0,98058,47.4451,-122.136,"1,680.00","7,910.00","6,230.00",78.76
1329300300,10/1/2014,335000,4,2.5,"2,154.00","6,050.00","3,896.00",64.40,2,NO,NONE,Average,8 Good,2154,0,2012,,98030,47.3513,-122.174,"2,305.00","5,769.00","3,464.00",60.05
952007069,1/21/2015,393500,3,1.75,"1,230.00","1,441.00",211.00,14.64,2,NO,NONE,Average,8 Good,1010,220,2004,0,98116,47.5626,-122.382,"1,170.00","1,942.00",772.00,39.75
8073000265,9/18/2014,360000,3,2,"1,960.00","8,846.00","6,886.00",77.84,1,NO,GOOD,Good,6 Low Average,980,980,1940,,98178,47.5101,-122.246,"2,190.00","6,363.00","4,173.00",65.58
952004745,3/4/2015,400800,4,1,"1,070.00","5,750.00","4,680.00",81.39,1,NO,NONE,Average,6 Low Average,870,200,1923,0,98126,47.564,-122.379,"1,270.00","5,750.00","4,480.00",77.91
1376800115,11/3/2014,585000,3,1,"1,450.00","5,378.00","3,928.00",73.04,1,NO,NONE,Average,7 Average,1190,260,1939,0,98199,47.6436,-122.405,"1,810.00","5,559.00","3,749.00",67.44
6613000750,10/1/2014,1600000,4,2.75,"3,680.00","5,000.00","1,320.00",26.40,2,NO,GOOD,Average,9 Better,2480,1200,1936,0,98105,47.6599,-122.269,"3,200.00","5,000.00","1,800.00",36.00
2303900090,7/29/2014,2880000,4,2.5,"5,760.00","32,033.00","26,273.00",82.02,2,NO,EXCELLENT,Good,12 Luxury,4390,1370,1994,0,98177,47.7288,-122.37,"3,420.00","28,475.00","25,055.00",87.99
6713700025,5/15/2014,300000,3,1,"1,220.00","13,000.00","11,780.00",90.62,1,NO,NONE,Good,7 Average,1220,0,1955,,98133,47.7608,-122.353,"1,510.00","12,600.00","11,090.00",88.02
4083304535,11/14/2014,1050000,4,2.75,"2,950.00","4,560.00","1,610.00",35.31,2,NO,NONE,Very Good,7 Average,1810,1140,1912,,98103,47.6525,-122.333,"2,000.00","4,560.00","2,560.00",56.14
3626039403,9/22/2014,360000,3,1.5,"1,340.00","1,110.00",-230.00,-20.72,2,NO,NONE,Average,7 Average,1040,300,1999,0,98117,47.698,-122.366,"1,220.00","1,110.00",-110.00,-9.91
254000100,6/20/2014,665900,4,2.25,"2,870.00","5,453.00","2,583.00",47.37,2,NO,FAIR,Good,8 Good,2220,650,1926,0,98146,47.5129,-122.388,"1,660.00","4,800.00","3,140.00",65.42
2724049076,8/22/2014,470000,4,1,"2,590.00","18,224.00","15,634.00",85.79,1.5,NO,NONE,Good,7 Average,2000,590,1911,0,98118,47.5318,-122.286,"1,800.00","7,080.00","5,280.00",74.58
8562500690,5/13/2014,581000,4,1.75,"2,090.00","8,164.00","6,074.00",74.40,1,NO,NONE,Good,8 Good,1070,1020,1963,0,98052,47.6715,-122.155,"1,310.00","7,975.00","6,665.00",83.57
3834500195,7/7/2014,527000,6,3.5,"3,000.00","8,401.00","5,401.00",64.29,1,NO,NONE,Average,8 Good,1500,1500,1979,0,98125,47.7226,-122.299,"1,400.00","8,403.00","7,003.00",83.34
2207100405,5/6/2015,423000,4,1.75,"1,730.00","7,245.00","5,515.00",76.12,1,NO,NONE,Good,7 Average,880,?,1955,,98007,47.5995,-122.144,"1,550.00","7,245.00","5,695.00",78.61
9482700475,9/27/2014,875000,4,3.5,"2,850.00","4,416.00","1,566.00",35.46,1.5,NO,NONE,Average,7 Average,2040,810,1926,0,98103,47.6835,-122.342,"1,860.00","4,416.00","2,556.00",57.88
7905200386,7/29/2014,410000,3,1,"1,020.00","6,903.00","5,883.00",85.22,1,NO,NONE,Average,7 Average,1020,0,1951,0,98116,47.571,-122.392,"1,440.00","6,678.00","5,238.00",78.44
8680500090,3/16/2015,606000,3,2.5,"2,200.00","6,005.00","3,805.00",63.36,2,NO,NONE,Average,9 Better,2200,0,1997,,98072,47.7408,-122.169,"2,320.00","6,098.00","3,778.00",61.95
3424089119,5/1/2015,654000,3,2.5,"3,240.00","60,840.00","57,600.00",94.67,2,NO,NONE,Average,7 Average,3240,0,1997,0,98045,47.5192,-121.764,"2,570.00","204,732.00","202,162.00",98.74
1437500015,7/9/2014,150000,3,0.75,490.00,"38,500.00","38,010.00",98.73,1.5,NO,NONE,Good,5 Fair,490,0,1959,0,98014,47.7112,-121.315,800.00,"18,297.00","17,497.00",95.63
3298700110,11/9/2014,373000,3,2.5,"2,990.00","6,771.00","3,781.00",55.84,1,NO,NONE,Average,7 Average,1550,1440,2003,0,98106,47.5237,-122.353,"1,800.00","6,771.00","4,971.00",73.42
6300000337,5/29/2014,550000,5,2,"2,450.00","9,488.00","7,038.00",74.18,1,NO,NONE,Good,7 Average,1240,1210,1900,1955,98133,47.7056,-122.34,"1,310.00","5,693.00","4,383.00",76.99
8561200110,5/21/2014,512500,3,2.5,"1,900.00","7,604.00","5,704.00",75.01,2,NO,NONE,Average,8 Good,1900,0,1990,0,98033,47.7002,-122.188,"1,980.00","9,583.00","7,603.00",79.34
2781250110,4/28/2015,360000,4,2.5,"2,640.00","7,388.00","4,748.00",64.27,2,NO,NONE,Average,7 Average,2640,0,2003,0,98038,47.3505,-122.027,"2,640.00","6,383.00","3,743.00",58.64
4442800008,9/26/2014,369000,3,2,"1,340.00","1,480.00",140.00,9.46,3,,NONE,Average,8 Good,1340,0,1997,,98117,47.6904,-122.393,"1,340.00","1,321.00",-19.00,-1.44
2619920110,12/30/2014,825000,4,2.5,"3,220.00","5,262.00","2,042.00",38.81,2,NO,NONE,Average,9 Better,3220,0,2003,0,98033,47.6878,-122.162,"3,220.00","4,921.00","1,701.00",34.57
7334501130,12/1/2014,255000,3,2,930.00,"11,475.00","10,545.00",91.90,1,NO,NONE,Average,7 Average,930,0,1978,0,98045,47.4644,-121.745,"1,280.00","11,250.00","9,970.00",88.62
9471200115,5/28/2014,1290000,4,2.5,"3,240.00","10,800.00","7,560.00",70.00,1,NO,NONE,Average,10 Very Good,2260,980,1946,0,98105,47.6709,-122.262,"3,490.00","10,800.00","7,310.00",67.69
2597500090,8/8/2014,270000,5,2.5,"2,630.00","8,470.00","5,840.00",68.95,1.5,NO,NONE,Good,8 Good,2630,0,1968,0,98002,47.2863,-122.196,"1,780.00","8,575.00","6,795.00",79.24
8665050490,9/24/2014,480680,3,2.5,"1,730.00","4,924.00","3,194.00",64.87,2,NO,NONE,Average,8 Good,1730,0,1996,0,98029,47.5672,-122.005,"1,610.00","4,313.00","2,703.00",62.67
1736800740,3/3/2015,525000,4,1.75,"2,120.00","7,725.00","5,605.00",72.56,1,NO,NONE,Average,8 Good,1220,900,1965,0,98007,47.6003,-122.144,"2,160.00","7,725.00","5,565.00",72.04
6163901751,6/23/2014,291500,3,1,880.00,"9,238.00","8,358.00",90.47,1.5,NO,NONE,Very Good,6 Low Average,880,0,1946,,98155,47.7494,-122.319,"1,170.00","9,238.00","8,068.00",87.33
2323059184,12/30/2014,305000,4,2,"1,800.00","13,551.00","11,751.00",86.72,1,NO,NONE,Good,7 Average,1800,0,1974,,98059,47.4721,-122.128,"1,730.00","13,551.00","11,821.00",87.23
7349650490,5/7/2015,285000,3,1.75,"1,600.00","7,500.00","5,900.00",78.67,1,NO,NONE,Average,7 Average,1600,0,1998,0,98002,47.2831,-122.199,"1,620.00","7,461.00","5,841.00",78.29
1025039086,9/16/2014,1880000,3,2.5,"3,280.00","29,111.00","25,831.00",88.73,2,YES,GOOD,Average,11 Excellent,3280,0,1925,,98199,47.6699,-122.416,"3,530.00","21,074.00","17,544.00",83.25
274100090,1/8/2015,329500,5,1.75,"3,290.00","8,000.00","4,710.00",58.88,1,NO,NONE,Average,7 Average,1790,1500,1968,,98030,47.3733,-122.214,"2,380.00","7,000.00","4,620.00",66.00
3342104046,7/8/2014,1570000,4,2.25,"2,890.00","18,226.00","15,336.00",84.14,3,YES,EXCELLENT,Average,10 Very Good,2890,0,1984,0,98056,47.5169,-122.209,"2,870.00","11,151.00","8,281.00",74.26
7893801862,8/11/2014,379260,3,2.5,"1,730.00","7,202.00","5,472.00",75.98,1,NO,NONE,Average,7 Average,1330,400,1991,0,98198,47.4099,-122.329,"2,100.00","8,125.00","6,025.00",74.15
7852060490,7/9/2014,356000,3,2.5,"1,590.00","3,411.00","1,821.00",53.39,2,NO,NONE,Average,7 Average,1590,0,2000,,98065,47.5303,-121.878,"1,590.00","3,411.00","1,821.00",53.39
7923300115,12/1/2014,571900,4,1.75,"1,710.00","8,947.00","7,237.00",80.89,1,NO,NONE,Good,7 Average,1710,0,1956,0,98007,47.5947,-122.135,"1,360.00","10,133.00","8,773.00",86.58
2868300115,8/21/2014,271500,3,1.75,"1,995.00","18,360.00","16,365.00",89.13,2,NO,NONE,Average,7 Average,1995,0,1957,0,98198,47.4129,-122.322,"1,980.00","13,640.00","11,660.00",85.48
9477001270,3/16/2015,390000,3,1.75,"1,300.00","10,030.00","8,730.00",87.04,1,NO,NONE,Good,7 Average,1300,0,1967,0,98034,47.7359,-122.192,"1,520.00","7,713.00","6,193.00",80.29
522069119,5/12/2015,550000,3,2.5,"2,720.00","62,310.00","59,590.00",95.63,1,NO,NONE,Average,8 Good,2040,680,1985,0,98038,47.4168,-122.074,"2,770.00","204,296.00","201,526.00",98.64
2025049175,1/5/2015,755000,2,2.5,"1,360.00","2,070.00",710.00,34.30,2,NO,NONE,Average,8 Good,1360,0,1999,0,98102,47.6423,-122.329,"1,920.00","2,092.00",172.00,8.22
2771604226,11/18/2014,509500,2,2.5,"1,590.00","1,485.00",-105.00,-7.07,2,NO,NONE,Average,8 Good,1300,290,1994,0,98199,47.6375,-122.387,"1,880.00","3,675.00","1,795.00",48.84
2917200615,3/25/2015,486700,2,1,"1,200.00","6,278.00","5,078.00",80.89,1,NO,NONE,Average,7 Average,1080,120,1942,,98103,47.7001,-122.351,"1,200.00","6,211.00","5,011.00",80.68
9551201295,7/28/2014,527500,2,1,"1,170.00","3,000.00","1,830.00",61.00,1.5,NO,NONE,Average,7 Average,1170,0,1910,0,98103,47.6697,-122.338,"1,530.00","4,000.00","2,470.00",61.75
7443000985,8/15/2014,475000,5,2.5,"2,010.00","3,600.00","1,590.00",44.17,1.5,NO,NONE,Average,6 Low Average,1510,500,1912,0,98119,47.6522,-122.366,"1,780.00","3,600.00","1,820.00",50.56
3395041194,8/27/2014,268000,3,2.75,"1,880.00","1,793.00",-87.00,-4.85,2,NO,NONE,Average,7 Average,1810,70,2001,0,98108,47.5405,-122.293,"1,800.00","2,537.00",737.00,29.05
1024069162,4/16/2015,562000,3,2,"3,250.00","50,529.00","47,279.00",93.57,2,NO,NONE,Good,8 Good,3250,0,1978,0,98075,47.5849,-122.016,"2,370.00","47,480.00","45,110.00",95.01
5452800735,7/22/2014,780000,4,2.5,"2,270.00","13,449.00","11,179.00",83.12,1,NO,NONE,Good,9 Better,1310,960,1975,0,98040,47.5416,-122.232,"2,810.00","13,475.00","10,665.00",79.15
2902200015,1/6/2015,700000,9,3,"3,680.00","4,400.00",720.00,16.36,2,NO,NONE,Average,7 Average,2830,850,1908,0,98102,47.6374,-122.324,"1,960.00","2,450.00",490.00,20.00
1698900195,9/2/2014,710000,3,2,"1,880.00","3,000.00","1,120.00",37.33,1,NO,NONE,Good,8 Good,1040,840,1931,0,98109,47.6418,-122.351,"1,790.00","3,000.00","1,210.00",40.33
442000015,6/12/2014,445000,3,1,"1,050.00","5,664.00","4,614.00",81.46,1,NO,NONE,Good,7 Average,910,140,1947,0,98115,47.6897,-122.285,"1,500.00","5,664.00","4,164.00",73.52
222069058,9/15/2014,729000,3,3.25,"2,250.00","60,548.00","58,298.00",96.28,1,NO,NONE,Average,9 Better,2250,0,2005,0,98038,47.4246,-122.014,"2,760.00","84,070.00","81,310.00",96.72
2926049449,6/18/2014,384400,3,3.25,"1,689.00","1,388.00",-301.00,-21.69,3,NO,NONE,Average,8 Good,1689,0,2008,0,98125,47.7174,-122.317,"1,459.00","1,384.00",-75.00,-5.42
6071800100,3/27/2015,815000,6,3,"2,860.00","17,853.00","14,993.00",83.98,1,NO,NONE,Average,8 Good,1430,1430,1962,2015,98006,47.546,-122.175,"1,920.00","13,452.00","11,532.00",85.73
4003000110,10/29/2014,865000,4,2.5,"2,710.00","4,069.00","1,359.00",33.40,3,NO,NONE,Good,10 Very Good,2710,0,1990,0,98122,47.604,-122.288,"1,810.00","3,586.00","1,776.00",49.53
925059198,8/28/2014,514000,3,2,"1,770.00","7,200.00","5,430.00",75.42,1,NO,NONE,Good,7 Average,1770,0,1967,0,98033,47.6642,-122.173,"2,250.00","11,250.00","9,000.00",80.00
6072700110,5/20/2014,615000,4,2.75,"2,820.00","13,193.00","10,373.00",78.63,1,,NONE,Average,8 Good,1860,960,1965,0,98006,47.5579,-122.174,"2,580.00","13,193.00","10,613.00",80.44
1926069143,10/16/2014,865000,4,3.25,"3,400.00","99,170.00","95,770.00",96.57,1,NO,NONE,Good,8 Good,2000,1400,1980,,98072,47.7293,-122.099,"3,460.00","47,920.00","44,460.00",92.78
2871000300,10/13/2014,755000,4,2.5,"3,110.00","6,930.00","3,820.00",55.12,2,NO,NONE,Average,9 Better,3110,0,2004,0,98052,47.7011,-122.112,"3,090.00","7,000.00","3,910.00",55.86
6163900301,4/27/2015,425000,4,1,"1,480.00","8,321.00","6,841.00",82.21,1,NO,NONE,Average,7 Average,1080,400,1953,0,98155,47.7629,-122.318,"1,580.00","8,502.00","6,922.00",81.42
4318200090,6/18/2014,375000,2,1,940.00,"9,839.00","8,899.00",90.45,1,NO,NONE,Average,6 Low Average,940,0,1910,0,98136,47.5379,-122.386,"1,330.00","8,740.00","7,410.00",84.78
9526600090,4/24/2015,750000,4,2.5,"2,680.00","4,548.00","1,868.00",41.07,2,NO,NONE,Average,8 Good,2680,0,2009,0,98052,47.7073,-122.114,"2,750.00","4,548.00","1,798.00",39.53
629420100,9/26/2014,722000,4,2.75,"3,190.00","5,408.00","2,218.00",41.01,2,NO,NONE,Average,9 Better,3190,0,2005,0,98075,47.5903,-121.988,"3,160.00","5,773.00","2,613.00",45.26
6905200215,3/31/2015,1010000,3,2.5,"1,920.00","4,480.00","2,560.00",57.14,2,NO,FAIR,Average,9 Better,1920,0,1949,1997,98119,47.6472,-122.373,"1,790.00","4,500.00","2,710.00",60.22
7202430110,6/25/2014,725000,3,2.5,"2,610.00","7,510.00","4,900.00",65.25,2,NO,NONE,Average,9 Better,2610,0,1996,0,98052,47.6648,-122.137,"2,610.00","8,458.00","5,848.00",69.14
87000245,9/30/2014,170000,3,0.75,"1,040.00","42,180.00","41,140.00",97.53,1,NO,NONE,Fair,6 Low Average,1040,0,1947,0,98055,47.4518,-122.199,"1,270.00","24,090.00","22,820.00",94.73
6667400090,5/1/2015,845000,4,3.25,"2,880.00","35,315.00","32,435.00",91.84,1,NO,NONE,Average,11 Excellent,2270,610,1982,,98005,47.6587,-122.163,"1,910.00","167,378.00","165,468.00",98.86
6802200100,1/15/2015,271900,3,2,"1,450.00","8,771.00","7,321.00",83.47,2,NO,NONE,Good,7 Average,1450,0,1991,0,98022,47.1947,-121.989,"1,450.00","8,653.00","7,203.00",83.24
913000315,6/5/2014,1300000,6,4.5,"3,902.00","3,880.00",-22.00,-0.57,3,NO,EXCELLENT,Good,9 Better,2782,1120,1977,,98116,47.5837,-122.399,"1,100.00","3,870.00","2,770.00",71.58
8732030490,12/22/2014,261500,4,2.5,"2,460.00","7,800.00","5,340.00",68.46,1,NO,NONE,Average,8 Good,1500,960,1977,0,98023,47.3081,-122.384,"2,210.00","7,800.00","5,590.00",71.67
3629920600,5/16/2014,619500,3,2.5,"2,170.00","5,000.00","2,830.00",56.60,2,,NONE,Average,9 Better,2170,0,2003,,98029,47.5458,-121.996,"2,170.00","5,000.00","2,830.00",56.60
1524079156,6/10/2014,435000,5,2.25,"1,970.00","15,247.00","13,277.00",87.08,1,NO,NONE,Average,7 Average,1450,520,1986,0,98024,47.5669,-121.905,"1,300.00","10,800.00","9,500.00",87.96
6450301690,10/3/2014,210000,3,1,"1,000.00","5,454.00","4,454.00",81.66,1,NO,NONE,Average,7 Average,1000,0,1954,,98133,47.7339,-122.337,"1,320.00","5,250.00","3,930.00",74.86
5309101050,11/26/2014,489950,3,2,"1,580.00","4,010.00","2,430.00",60.60,1,NO,NONE,Good,7 Average,790,790,1909,0,98117,47.6769,-122.371,"1,350.00","5,350.00","4,000.00",74.77
8857600820,5/8/2014,260000,4,1.5,"2,130.00","8,800.00","6,670.00",75.80,1,NO,NONE,Average,7 Average,1100,1030,1962,0,98032,47.383,-122.288,"1,480.00","8,120.00","6,640.00",81.77
3500100025,6/28/2014,300000,4,1,"1,370.00","8,499.00","7,129.00",83.88,1,NO,NONE,Average,7 Average,1370,0,1949,0,98155,47.736,-122.301,"1,370.00","8,187.00","6,817.00",83.27
5152100110,4/22/2015,530000,4,2,"2,150.00","14,161.00","12,011.00",84.82,1,NO,AVERAGE,Average,8 Good,1330,820,1966,0,98003,47.3376,-122.323,"2,310.00","14,034.00","11,724.00",83.54
3298600850,12/16/2014,235000,3,1.75,"1,370.00","14,030.00","12,660.00",90.24,1,NO,NONE,Good,8 Good,1370,0,1977,0,98092,47.2969,-122.163,"2,100.00","15,260.00","13,160.00",86.24
3856902250,1/5/2015,593500,3,1,"1,370.00","4,000.00","2,630.00",65.75,2,NO,NONE,Good,8 Good,1370,0,1918,0,98105,47.6711,-122.324,"1,370.00","4,000.00","2,630.00",65.75
8887001140,7/23/2014,562000,3,3,"3,290.00","80,471.00","77,181.00",95.91,2,NO,AVERAGE,Good,8 Good,2330,960,1975,,98070,47.504,-122.464,"1,830.00","30,494.00","28,664.00",94.00
2621069066,4/27/2015,585000,3,2,"3,190.00","207,346.00","204,156.00",98.46,2,NO,NONE,Average,9 Better,3190,0,1994,0,98022,47.2737,-122.015,"2,930.00","206,474.00","203,544.00",98.58
251620090,5/30/2014,2400000,4,3.25,"4,140.00","20,734.00","16,594.00",80.03,1,,FAIR,Average,10 Very Good,3300,840,1977,2005,98004,47.6344,-122.215,"4,020.00","20,008.00","15,988.00",79.91
3546000090,2/24/2015,199500,3,1.75,"1,690.00","8,901.00","7,211.00",81.01,1,NO,NONE,Average,7 Average,1690,0,1986,0,98030,47.3546,-122.176,"1,690.00","7,532.00","5,842.00",77.56
3359500755,9/2/2014,544500,5,1,"1,690.00","3,240.00","1,550.00",47.84,1.5,,NONE,Average,7 Average,1690,0,1914,0,98115,47.6746,-122.325,"1,230.00","4,500.00","3,270.00",72.67
3579800485,2/18/2015,394900,3,1,"1,430.00","13,370.00","11,940.00",89.30,1,NO,NONE,Average,7 Average,1430,0,1962,0,98034,47.7317,-122.241,"1,670.00","10,075.00","8,405.00",83.42
2919201335,7/31/2014,912000,4,3.75,"1,980.00","4,095.00","2,115.00",51.65,2,NO,NONE,Average,9 Better,1980,0,2009,0,98103,47.6901,-122.356,"1,480.00","3,840.00","2,360.00",61.46
1796370930,7/10/2014,260000,3,2.5,"1,490.00","8,102.00","6,612.00",81.61,2,NO,NONE,Good,7 Average,1490,0,1990,0,98042,47.3712,-122.092,"1,640.00","7,943.00","6,303.00",79.35
3864000090,2/19/2015,858000,5,3,"3,620.00","12,778.00","9,158.00",71.67,1,NO,AVERAGE,Very Good,8 Good,1900,1720,1964,0,98006,47.5512,-122.191,"2,930.00","10,669.00","7,739.00",72.54
8651100110,12/9/2014,1280000,4,2.5,"2,720.00","16,454.00","13,734.00",83.47,1,NO,FAIR,Very Good,9 Better,1870,850,1963,,98040,47.5489,-122.216,"3,560.00","15,993.00","12,433.00",77.74
8731730590,5/13/2015,242150,4,1.75,"1,490.00","8,544.00","7,054.00",82.56,1,NO,NONE,Good,7 Average,1490,0,1970,0,98031,47.3894,-122.166,"1,180.00","8,372.00","7,192.00",85.91
1761100300,10/30/2014,220000,3,1.75,"1,230.00","7,200.00","5,970.00",82.92,1,NO,NONE,Average,7 Average,1230,0,1986,0,98023,47.2881,-122.363,"1,540.00","7,210.00","5,670.00",78.64
9542800820,4/30/2015,235000,3,2,"1,900.00","7,980.00","6,080.00",76.19,1,NO,NONE,Good,7 Average,1340,560,1977,0,98023,47.305,-122.373,"1,690.00","7,840.00","6,150.00",78.44
2644900110,10/21/2014,370000,3,1.75,"1,530.00","10,300.00","8,770.00",85.15,1,,NONE,Good,7 Average,1530,0,1978,0,98133,47.7767,-122.356,"1,940.00","9,883.00","7,943.00",80.37
1626069198,10/3/2014,450000,3,1.75,"2,290.00","44,866.00","42,576.00",94.90,1,NO,NONE,Average,8 Good,1390,900,1981,0,98077,47.7398,-122.041,"2,410.00","44,866.00","42,456.00",94.63
5101408593,7/11/2014,534950,5,1.5,"2,240.00","6,337.00","4,097.00",64.65,1,,NONE,Average,8 Good,1280,960,1956,0,98125,47.7046,-122.316,"1,870.00","6,380.00","4,510.00",70.69
7853270100,3/15/2015,730000,4,2.5,"3,470.00","14,271.00","10,801.00",75.68,2,NO,NONE,Average,9 Better,3470,0,2005,,98065,47.5423,-121.877,"3,450.00","9,380.00","5,930.00",63.22
3308030100,9/25/2014,465000,4,2.5,"3,050.00","32,450.00","29,400.00",90.60,1,NO,NONE,Good,8 Good,1550,1500,1983,0,98030,47.3626,-122.209,"2,350.00","15,390.00","13,040.00",84.73
1330280100,8/1/2014,178000,3,1,"1,100.00","5,734.00","4,634.00",80.82,1,NO,NONE,Good,7 Average,1100,0,1955,0,98030,47.3632,-122.174,"1,770.00","6,050.00","4,280.00",70.74
2212200090,2/9/2015,215000,3,1,"1,610.00","7,140.00","5,530.00",77.45,1,NO,NONE,Average,7 Average,1080,530,1976,0,98031,47.3943,-122.189,"1,800.00","7,600.00","5,800.00",76.32
9264921140,3/12/2015,300000,3,2.75,"1,910.00","15,508.00","13,598.00",87.68,1,NO,NONE,Average,8 Good,1210,700,1984,,98023,47.3128,-122.345,"2,450.00","7,989.00","5,539.00",69.33
8902000068,5/15/2014,430000,3,2,"1,510.00","7,066.00","5,556.00",78.63,1,NO,AVERAGE,Average,7 Average,1230,280,1973,0,98125,47.7053,-122.303,"1,950.00","8,089.00","6,139.00",75.89
7338000850,7/31/2014,183000,3,1.5,"1,280.00","4,366.00","3,086.00",70.68,2,NO,NONE,Good,6 Low Average,1280,0,1985,0,98002,47.335,-122.215,"1,280.00","4,366.00","3,086.00",70.68
2770600853,6/12/2014,585000,3,2.5,"1,910.00","1,501.00",-409.00,-27.25,2.5,NO,NONE,Average,8 Good,1530,380,2007,0,98199,47.6441,-122.385,"1,760.00","1,750.00",-10.00,-0.57
4239400740,7/16/2014,192950,3,1,"1,170.00","3,330.00","2,160.00",64.86,2,NO,NONE,Good,6 Low Average,1170,0,1969,0,98092,47.3155,-122.182,"1,090.00","3,330.00","2,240.00",67.27
6184700100,9/26/2014,599000,2,1,"1,550.00","7,713.00","6,163.00",79.90,1,NO,NONE,Average,7 Average,1550,0,1930,1979,98117,47.7005,-122.358,"1,340.00","6,350.00","5,010.00",78.90
3157600615,7/8/2014,326500,3,1,"1,060.00","7,920.00","6,860.00",86.62,1,NO,NONE,Good,7 Average,1060,0,1968,,98106,47.5649,-122.358,"1,060.00","7,457.00","6,397.00",85.79
6145601810,7/18/2014,358803,2,1,"1,040.00","5,765.00","4,725.00",81.96,1,NO,NONE,Average,7 Average,1040,0,1944,,98133,47.7024,-122.346,"1,040.00","3,844.00","2,804.00",72.94
1235700042,5/28/2014,537000,3,2.5,"1,550.00","12,920.00","11,370.00",88.00,2,NO,NONE,Very Good,7 Average,1550,0,1999,0,98033,47.6973,-122.194,"2,610.00","10,800.00","8,190.00",75.83
7781600025,10/23/2014,1160000,3,2.5,"2,490.00","24,691.00","22,201.00",89.92,1,YES,EXCELLENT,Good,9 Better,1580,910,1961,0,98146,47.488,-122.364,"2,800.00","24,121.00","21,321.00",88.39
7116500705,1/29/2015,156000,2,1,920.00,"5,889.00","4,969.00",84.38,1,NO,NONE,Good,6 Low Average,920,0,1950,0,98002,47.3012,-122.218,"1,210.00","6,180.00","4,970.00",80.42
2320069206,3/25/2015,219000,3,1,"1,250.00","8,276.00","7,026.00",84.90,1.5,NO,NONE,Very Good,6 Low Average,1250,0,1939,,98022,47.2092,-121.997,"1,250.00","8,792.00","7,542.00",85.78
1794501390,5/1/2015,1190000,3,1.5,"2,540.00","2,700.00",160.00,5.93,2,NO,NONE,Good,8 Good,1630,910,1922,,98119,47.637,-122.361,"2,520.00","5,400.00","2,880.00",53.33
2122059160,4/27/2015,248000,5,1.75,"2,190.00","16,788.00","14,598.00",86.95,1,NO,AVERAGE,Average,8 Good,1380,810,1978,,98030,47.3764,-122.176,"1,920.00","8,366.00","6,446.00",77.05
2421069039,2/9/2015,340000,3,1.75,"1,340.00","196,020.00","194,680.00",99.32,1,NO,NONE,Good,7 Average,1340,0,1987,0,98010,47.2931,-121.992,"2,250.00","232,230.00","229,980.00",99.03
5452800495,4/22/2015,899100,5,2.5,"2,410.00","15,300.00","12,890.00",84.25,1,NO,NONE,Good,8 Good,1400,1010,1975,0,98040,47.5416,-122.231,"2,440.00","15,300.00","12,860.00",84.05
4024100961,7/28/2014,346950,3,1.75,"1,830.00","10,954.00","9,124.00",83.29,1,NO,NONE,Average,7 Average,1830,0,1963,0,98155,47.7554,-122.306,"1,850.00","8,624.00","6,774.00",78.55
7857001560,9/17/2014,330000,3,1,"1,850.00","5,775.00","3,925.00",67.97,2,NO,NONE,Average,6 Low Average,1740,110,1928,0,98108,47.5446,-122.296,"1,520.00","3,578.00","2,058.00",57.52
9540100025,7/31/2014,325000,3,1,"1,410.00","8,250.00","6,840.00",82.91,1,NO,NONE,Average,7 Average,1410,0,1954,0,98177,47.7621,-122.36,"1,580.00","8,250.00","6,670.00",80.85
2473410740,10/27/2014,315000,3,1.75,"1,460.00","7,884.00","6,424.00",81.48,1,,NONE,Average,8 Good,1460,0,1975,0,98058,47.4457,-122.128,"2,050.00","7,210.00","5,160.00",71.57
